id,createdUTC,text,stance,children,imgId
952,1439684550,"New 'no jab, no play' vaccination laws to be introduced in Victoria",none,"['952-10', '952-29', '952-32', '952-43', '952-49', '952-69', '952-74', '952-82', '952-83', '952-122', '952-131', '952-151', '952-152', '952-155', '952-172', '952-191', '952-205', '952-209', '952-245', '952-257', '952-264', '952-265', '952-284', '952-287', '952-306', '952-317', '952-320', '952-323', '952-325', '952-363']",952
959,1618818771,China presses Hong Kongers to accept a Chinese vaccine: Many public health experts in Hong Kong are concerned with the way Sinovac is being rolled out in HK but are too afraid to speak publicly for fear it will hurt their careers or even be deemed a violation of the new national security law.,favor,"['959-13', '959-57']",959
962,1631733581,LA has now passed a law requiring proof of vaccination for some indoor areas. Why haven't we?,none,['962-50'],962
965,1630262038,Top California law enforcement agencies report vaccination rates far lower than public,favor,"['965-8', '965-33', '965-34', '965-93', '965-103']",965
986,1634311907,"Ah yes, the vaccine will genetically modify your children into the patent-protected property of big pharma! Trust me “that’s how the law works!”",against,"['986-3', '986-76']",986
993,1639485376,"Workplace vaccination mandates will likely include a third shot, say labour law experts",favor,"['993-58', '993-71', '993-115', '993-149', '993-150', '993-156', '993-163', '993-214', '993-266', '993-275', '993-283']",993
1008,1584437632,Denmark Passes Law Enabling Forced Coronavirus Vaccinations,against,"['1008-38', '1008-53', '1008-58', '1008-88', '1008-108']",1008
1018,1631528306,"Only 28% of black Americans 18-44 years old are vaccinated in NY. That means that next month, when the vaccine passport law goes into effect, 72% of black Americans in NY will be denied service. If you think voter ID is racist, you must also think vaccine passports are racist.",favor,"['1018-20', '1018-58', '1018-63', '1018-91', '1018-122', '1018-124', '1018-133', '1018-180', '1018-203', '1018-212', '1018-238', '1018-304', '1018-320']",1018
12,1563364018,Germany introducing mandatory measles vaccination for kids,favor,"['12-6', '12-19', '12-24', '12-76', '12-139', '12-144', '12-147', '12-149', '12-156', '12-158', '12-165', '12-168', '12-193', '12-227', '12-231', '12-245', '12-248', '12-335', '12-380', '12-424', '12-436', '12-441', '12-451']",12
13,1642359900,Austria makes COVID-19 vaccination mandatory starting February.,favor,"['13-10', '13-24', '13-112', '13-114', '13-116', '13-118', '13-120', '13-129', '13-135', '13-141', '13-146', '13-157', '13-207', '13-211', '13-229', '13-311', '13-319', '13-337', '13-404', '13-405', '13-423', '13-435']",13
14,1626991868,Sean Penn Line In Sand: Won’t Return To Watergate Series ‘Gaslit’ Unless All Cast & Crew Get Mandatory Covid Vaccinations,against,"['14-8', '14-51', '14-80', '14-87', '14-117', '14-175', '14-201', '14-204', '14-212', '14-225', '14-345', '14-395', '14-417']",14
16,1627610643,Biden Orders Military to Move Toward Mandatory COVID Vaccine,favor,"['16-3', '16-9', '16-13', '16-14', '16-17', '16-63', '16-64', '16-68', '16-104', '16-110', '16-117', '16-150', '16-182', '16-300', '16-318']",16
33,1554375165,Unvaccinated: Should vaccinations be mandatory for school-aged kids?,against,"['33-28', '33-113', '33-302', '33-338', '33-368', '33-420', '33-432']",33
45,1619639258,Gov. Ned Lamont signs bill eliminating Connecticut’s religious exemption for mandatory school vaccinations,none,"['45-13', '45-39', '45-46', '45-75', '45-134', '45-218', '45-234', '45-269']",45
46,1687810622,"Hundreds of military personnel part of lawsuit over mandatory COVID vaccine policy; The court action demands $1,000,000 in damages for each plaintiff, plus acknowledgement that CAF members had their rights violated",none,"['46-2', '46-129', '46-148', '46-159', '46-176', '46-187', '46-269', '46-274', '46-288', '46-303', '46-315', '46-451', '46-465']",46
51,1626124500,"'Vaccines Should Be Mandatory,' Says Woman Wearing My Body, My Choice T-Shirt",favor,"['51-26', '51-85', '51-99', '51-129', '51-159', '51-166', '51-213', '51-216']",51
61,1550165473,Petition calls for mandatory vaccinations in B.C. schools,none,"['61-3', '61-19', '61-56', '61-66', '61-81', '61-87', '61-98', '61-101', '61-118', '61-130', '61-152', '61-156', '61-165', '61-188', '61-192', '61-207', '61-213', '61-234', '61-241', '61-266', '61-313', '61-320', '61-339', '61-369', '61-382', '61-407', '61-449']",61
66,1626175454,Should Ontario make the COVID-19 vaccine mandatory for school?,none,"['66-19', '66-65', '66-116', '66-123', '66-128', '66-139', '66-142', '66-157', '66-204', '66-208', '66-211', '66-212', '66-222', '66-229', '66-236', '66-242', '66-247', '66-278', '66-282', '66-325', '66-359', '66-361', '66-390', '66-403', '66-444', '66-461', '66-471']",66
72,1576333856,The Anti-Vax advent calendar: Day 14. Mandatory Vaccination = Rape.,against,"['72-9', '72-19', '72-91', '72-142', '72-170']",72
76,1644619996,"CSGO player rants about mandatory vaccinations at the Major, compares unvaxxed to Jews in Nazi Germany (ChrisJ)",favor,"['76-6', '76-94', '76-164', '76-229', '76-254', '76-255', '76-261', '76-311']",76
78,1633569875,Kentucky State Senate candidate and anti-mandatory vaccination activist allegedly dies from covid complications.,favor,"['78-130', '78-198']",78
82,1643125920,'This is not the time to be weak:' Liberals call for mandatory proof of vaccination at LCBO and cannabis stores,favor,"['82-8', '82-10', '82-51', '82-55', '82-134', '82-136', '82-145', '82-168', '82-191', '82-231', '82-235', '82-237', '82-312', '82-461']",82
85,1675104965,"Brazil trying to pass a law to put you in JAIL for 8 YEARS. If you refuse a ""mandatory"" vaccine?",favor,"['85-52', '85-67', '85-124', '85-249', '85-327']",85
89,1634908515,Conservatives say they're against decision to make COVID-19 vaccines mandatory for MPs,against,"['89-1', '89-3', '89-190']",89
102,1629713100,Sean Penn Doubles Down to Make Vaccination Mandatory in Theaters and on Set,none,"['102-4', '102-6', '102-39', '102-57']",102
110,1628477405,Some Queen's University students are demanding that COVID-19 vaccinations be made mandatory this fall,none,"['110-27', '110-34', '110-37', '110-166', '110-219', '110-239', '110-242', '110-284', '110-309', '110-325']",110
123,1499266236,France to make vaccination mandatory from 2018 as it is 'unacceptable children are still dying of measles',none,"['123-7', '123-10', '123-16', '123-28', '123-39', '123-40', '123-60', '123-98', '123-104', '123-118', '123-143', '123-159', '123-161', '123-167', '123-169', '123-178', '123-204', '123-225', '123-235', '123-261', '123-274']",123
129,1713260492,George Clooney Advocates Mandatory Vaccination: “Time to Jab Every Unvaccinated American”,favor,"['129-162', '129-214']",129
140,1643633726,When did democrats make vaccines mandatory?,favor,"['140-24', '140-38', '140-52', '140-100', '140-133', '140-138', '140-178', '140-206', '140-227']",140
148,1610801939,64% of Canadians in favour of mandatory coronavirus vaccines: poll,favor,"['148-3', '148-7', '148-21', '148-48', '148-49', '148-55', '148-68', '148-69', '148-85', '148-111', '148-142', '148-173', '148-178', '148-187', '148-199', '148-227', '148-229', '148-233', '148-308', '148-313', '148-333', '148-346', '148-364', '148-402']",148
153,1620494132,"74% of Canadian say they support it being ""mandatory to produce a proof of vaccination for anyone travelling between regions in Canada or attending a large gathering like a concert or sporting event""",favor,"['153-12', '153-29', '153-50', '153-52', '153-57', '153-70', '153-106']",153
164,1631553517,"NEW: The University of Calgary and University of Alberta are among nine #abpse announcing strengthened #COVID19AB rules today. Proof of immunization is now mandatory to attend campus. Rapid testing is no longer an alternative, except for those medically exempt from vaccine.",none,"['164-6', '164-7', '164-9']",164
168,1617105317,Canada must make COVID-19 vaccinations mandatory,favor,"['168-2', '168-21', '168-23', '168-24', '168-51', '168-56', '168-64', '168-81', '168-87', '168-123', '168-128', '168-142', '168-150', '168-151', '168-172', '168-188', '168-242', '168-261', '168-275', '168-281', '168-298', '168-306', '168-310', '168-348', '168-357', '168-377', '168-406']",168
174,1629199064,Ford government approves mandatory COVID-19 vaccine requirement for education and healthcare workers,favor,"['174-20', '174-38', '174-40', '174-61', '174-145']",174
186,1638388139,Germany’s next chancellor backs mandatory vaccination for all from February or March,favor,"['186-62', '186-67', '186-80']",186
191,1631213230,Edmonton business faces online backlash after making proof of vaccinations mandatory,against,"['191-122', '191-194', '191-196', '191-224']",191
197,1627560422,"Athens, Greece: Protests Against Mandatory Vaccine Policies Erupt.",favor,"['197-48', '197-81', '197-93', '197-106', '197-121']",197
226,1722028403,Strong COVID-19 restrictions likely saved lives in the US and the death toll higher if more states didn't impose these restrictions. Mask requirements and vaccine mandates were linked to lower rates of excess deaths. School closings likely provided minimal benefit while imposing substantial cost.,against,"['226-27', '226-93', '226-99', '226-117', '226-128', '226-139', '226-164', '226-181']",226
235,1630073927,"New York approves COVID vaccine mandate for health care workers, removes religious exemption; they must all be vaccinated by Oct. 7.",none,"['235-5', '235-7', '235-119', '235-136', '235-161', '235-190', '235-217', '235-221', '235-225', '235-234', '235-243', '235-266', '235-289', '235-315', '235-372', '235-424']",235
247,1648074802,[Charania] Sources: Brooklyn Nets star Kyrie Irving will be cleared for home games as New York City will on Thursday change private sector vaccine mandate to allow exemption for athletes and entertainers in workplace. Unvaccinated Yankees and Mets players also now eligible for home games.,favor,"['247-7', '247-235']",247
249,1628333987,"Vaccine Mandates Are Lawful, Effective and Based on Rock-Solid Science",none,"['249-5', '249-6', '249-8', '249-9', '249-10', '249-35', '249-83', '249-138', '249-152', '249-191', '249-200', '249-265', '249-311', '249-356', '249-363', '249-394', '249-401', '249-410']",249
263,1644238755,“I’ll be dead before I let them put a microchip in my body” - A prescient share from this Trump-loving HCA winner who was “fed up!!” with masks and vaccine mandates. She posted almost daily until she abruptly stopped on November 21. She died a few days ago.,favor,"['263-3', '263-9', '263-13', '263-32', '263-211', '263-273', '263-287', '263-324', '263-338', '263-341', '263-363', '263-440']",263
267,1641235213,Texas Gov. Greg Abbott — who has opposed vaccine mandates — is now asking for federal help with COVID-19 testing and treatment,none,"['267-2', '267-6', '267-11', '267-78', '267-92', '267-256', '267-308', '267-320', '267-359', '267-437']",267
271,1628937908,COVID-19 vaccine mandates are coming — whether Canadians want them or not | CBC News,none,"['271-30', '271-55', '271-69', '271-81', '271-99', '271-120', '271-179', '271-219', '271-254', '271-394', '271-444', '271-447']",271
273,1628303036,Dr. Anthony Fauci: Expect 'a flood' of COVID-19 vaccine mandates after full FDA approval,none,"['273-2', '273-3', '273-12', '273-18', '273-61', '273-69', '273-92', '273-125', '273-163', '273-173', '273-190', '273-200', '273-223', '273-236', '273-241', '273-257', '273-272', '273-290', '273-311', '273-322', '273-354']",273
279,1629390936,RN Declines Job After Vaccine Mandates,none,"['279-4', '279-11', '279-22', '279-102', '279-135', '279-138', '279-162', '279-164', '279-165', '279-189', '279-312', '279-352']",279
283,1641917778,United Airlines: Employee deaths dropped to zero after vaccine mandate,none,"['283-19', '283-255']",283
284,1642426429,"Vaccine mandates increased uptake of COVID shots by almost 70%, Canadian study finds",favor,"['284-14', '284-18', '284-43', '284-113', '284-127', '284-210', '284-212', '284-244', '284-248', '284-285', '284-332', '284-347', '284-392', '284-403', '284-458']",284
291,1636844495,Mom is getting let go from her hospital job over the vaccine mandate. Thought I’d be happy for her sticking it to the hospital. My face makes her want to throw up.,against,"['291-194', '291-293', '291-357', '291-419', '291-437', '291-455']",291
297,1630257964,Fauci backs COVID-19 vaccine mandate for U.S. school children,favor,"['297-11', '297-121', '297-122', '297-129', '297-130', '297-150', '297-228', '297-235', '297-299', '297-330', '297-359', '297-360', '297-434', '297-458']",297
299,1631276095,‘No Issue of Constitutionality’: Legal Experts Give Biden’s ‘Certainly Constitutional’ Vaccine Mandates the Go-Ahead,none,"['299-14', '299-64', '299-67', '299-77', '299-141', '299-252', '299-287', '299-354', '299-416']",299
303,1632583551,Poll after poll shows the same thing: Americans are cool with vaccine mandates,none,"['303-2', '303-25', '303-237', '303-366', '303-425', '303-428', '303-451', '303-457']",303
305,1634806894,"Update: Wife of anti-vaxx Christian Evangelist Dr Dwain Miller, who continues to support opposition to Arkansas vaccine mandates, has died after spending more than six weeks on a ventilator. (Partially redacted as he is a public figure)",against,"['305-265', '305-332', '305-354', '305-364']",305
311,1625837179,Ohio health care system mandates coronavirus vaccinations for all employees,favor,"['311-41', '311-89', '311-170', '311-178', '311-242']",311
315,1633551051,Canada faces wave of terminations as workplace vaccine mandates take effect: Lawyer,none,"['315-17', '315-20', '315-43', '315-49', '315-86', '315-101', '315-121', '315-133', '315-137', '315-207', '315-260', '315-306', '315-325', '315-338', '315-371', '315-385', '315-440', '315-458', '315-474']",315
316,1633538552,Los Angeles poised to enact strict Covid vaccination mandate,none,"['316-6', '316-9', '316-11', '316-14', '316-45', '316-90', '316-96', '316-112', '316-152', '316-167', '316-244', '316-270', '316-294', '316-302', '316-370', '316-430']",316
317,1632063841,"Mississippi governor: Biden vaccine mandate an ‘attack on hardworking Americans’ | State has second-worst death rate in world, after Peru",none,"['317-5', '317-146', '317-202', '317-290']",317
322,1631215659,"Howard Stern blasts unvaccinated Americans, casting vaccine mandate as ‘freedom to live’",none,"['322-2', '322-5', '322-94', '322-150', '322-202', '322-229', '322-256', '322-302', '322-389']",322
324,1643487523,Mayor of Terry Fox's hometown in B.C. calls out vaccine mandate protesters for defacing statue,against,"['324-81', '324-82', '324-83', '324-93', '324-108', '324-142', '324-147', '324-153', '324-182', '324-188', '324-203', '324-222', '324-232', '324-256', '324-420', '324-462']",324
327,1631344462,"Republicans Want the Freedom to Live in a Pandemic Forever: Their arguments against Biden’s vaccine mandate are selfish, amoral, and rooted in an ignorance of American history.",none,"['327-8', '327-71', '327-74', '327-92', '327-93', '327-100', '327-131', '327-136', '327-167', '327-235', '327-247', '327-251', '327-259']",327
329,1628100576,"Michael Chandler says NYC vaccine mandates could derail Justin Gaethje fight: ""I won't be vaccinated by Nov. 6""",against,"['329-5', '329-107', '329-185', '329-283', '329-336', '329-343']",329
331,1631217838,Biden to announce vaccine mandate for companies with more than 100 employees,favor,"['331-4', '331-23', '331-25', '331-29', '331-43', '331-44', '331-63', '331-73', '331-151', '331-152', '331-193', '331-206', '331-289', '331-297', '331-319', '331-349', '331-351', '331-377']",331
339,1635873063,Colonel throws away a 24 year Air Force career over vaccine mandate,none,"['339-4', '339-6', '339-8', '339-15', '339-31', '339-129', '339-197', '339-207', '339-210', '339-212', '339-226', '339-233', '339-273', '339-284', '339-295', '339-333', '339-339', '339-354', '339-365', '339-414', '339-439']",339
345,1627502813,Google mandates vaccines for all employees returning to offices,favor,"['345-7', '345-10', '345-113', '345-229']",345
351,1641421255,"Meet Char. A 34yr old ex soldier, ex EMT, wife and mother of 2 young children. Along with her husband, she had been posting antivaxx/mandate misinformation for years. Loss of Freedom appeared to be just one of her reasons for not vaccinating. Char died of Covid in ICU on January 2nd.",none,"['351-13', '351-23', '351-212', '351-216', '351-230', '351-231', '351-291', '351-369', '351-404', '351-411', '351-417']",351
364,1625161372,Ohio judge admits he's mandating COVID-19 vaccinations as conditions of probation,favor,"['364-71', '364-105', '364-134', '364-135', '364-159', '364-177', '364-219', '364-220', '364-221', '364-244', '364-274', '364-298', '364-326', '364-334', '364-347', '364-351', '364-353', '364-383', '364-391', '364-429']",364
379,1628866626,You don't mandate a vaccine that does nothing to stop the spread,none,"['379-6', '379-9', '379-17', '379-41', '379-86', '379-87', '379-166', '379-179', '379-288', '379-294', '379-299', '379-427']",379
382,1634275279,NSW Supreme Court dismisses anti-vaxxers' challenge to vaccine mandates,none,"['382-26', '382-103', '382-157', '382-169', '382-174', '382-178', '382-182', '382-197', '382-227', '382-236', '382-276', '382-418', '382-430']",382
385,1669155760,Minnesota native Ken Mauer suing NBA over vaccine mandate,favor,"['385-76', '385-160', '385-460']",385
386,1626787638,"Vaccine mandates more likely once FDA grants full approvals, health experts say",none,"['386-2', '386-16', '386-33', '386-57', '386-59', '386-109', '386-123', '386-136', '386-157', '386-162', '386-166', '386-174', '386-218', '386-272', '386-307', '386-329', '386-419', '386-445', '386-450', '386-463']",386
395,1633299266,r/conspiracy accidentally endorses vaccine mandates…,favor,"['395-2', '395-9', '395-87']",395
401,1630295260,"Yes, Let’s Mandate Vaccines for Eligible School Children, Fauci Says |Requiring shots for deadly diseases is “nothing new”—and it will save lives.",none,"['401-5', '401-28', '401-37', '401-59', '401-73', '401-92', '401-94', '401-139', '401-143', '401-184', '401-207', '401-245', '401-250', '401-328', '401-336', '401-357', '401-360']",401
407,1692189610,"Social Media Study Reveals Just 52 Doctors Spread COVID-19 Misinformation to Millions in US | The claims focused on vaccines, mask mandates, and COVID-19 origin conspiracies",none,"['407-29', '407-114']",407
412,1635592168,"New York state health care workers will no longer have religious exemption to Covid-19 vaccine mandate, court rules",none,"['412-1', '412-3', '412-6', '412-21', '412-22', '412-58', '412-68', '412-83', '412-131', '412-160', '412-246']",412
413,1642956644,Truck drivers convoy across Canada in protest of federal vaccine mandates,favor,"['413-13', '413-17', '413-55', '413-65', '413-172', '413-230', '413-318', '413-406', '413-413', '413-436']",413
420,1633992630,Texas Gov. Greg Abbott bans vaccine mandates by any entity,favor,"['420-10', '420-28', '420-136']",420
430,1568019328,"Stop return of measles by making MMR jab compulsory, say GPs - Leading doctors say schools should not allow in children who have not had vaccination",none,"['430-2', '430-7', '430-15', '430-31', '430-36', '430-95', '430-403', '430-412']",430
433,1558093100,"Compulsory “no jab, no school” vaccines are needed to keep measles under control, according to a new study that looked at vaccination trends in multiple countries, which suggests that compulsory vaccination at school entry would enable the UK, Ireland and US to reach stable herd immunity levels.",none,"['433-4', '433-8', '433-25', '433-213', '433-219', '433-369', '433-390']",433
437,1574106511,Germany makes measles vaccination compulsory for children,none,"['437-83', '437-133', '437-162', '437-177', '437-182', '437-200', '437-203']",437
441,1632794644,Majority of Kiwis support making vaccine compulsory | 1 NEWS,against,"['441-2', '441-5', '441-11', '441-15', '441-22', '441-46', '441-47', '441-49', '441-66', '441-98', '441-159', '441-184', '441-204', '441-210', '441-233', '441-301', '441-314', '441-332', '441-363', '441-440']",441
449,1398066792,India and Georgia have made it compulsory for Pakistani travellers to get anti-polio vaccine prior to entering their territory; several other countries may follow suit,none,"['449-1', '449-24', '449-45', '449-71', '449-89', '449-101', '449-133']",449
450,1606217408,PM says Covid vaccine won't be compulsory but slams anti-vax 'propaganda',favor,"['450-7', '450-10', '450-11', '450-24', '450-50', '450-81', '450-99']",450
460,1558105702,"Compulsory measles vaccinations for all children starting primary school may be needed to prevent a resurgence of the disease, experts say",favor,"['460-10', '460-60', '460-72']",460
462,1638777942,"Germany to make vaccination compulsory for people working in hospitals, nursing homes and other medical practices, says incoming SPD government",none,"['462-1', '462-11', '462-18', '462-20', '462-21', '462-26', '462-42', '462-77', '462-85', '462-86', '462-87', '462-88', '462-94', '462-95', '462-97', '462-100', '462-112']",462
473,1639602606,Labour Rebels Fear Compulsory Vaccines For NHS Staff Will Hammer The Workforce,none,"['473-18', '473-20', '473-21', '473-24', '473-36', '473-37']",473
476,1632728869,Majority of Kiwis support making vaccine compulsory,favor,"['476-16', '476-54', '476-56']",476
487,1718327125,More U.S. hospitals than ever require staff to get flu shots: 96% of hospitals serving veterans and 74% of hospitals serving the general public now require staff to get vaccinated against influenza or seek an exemption.,none,"['487-2', '487-4', '487-8', '487-59', '487-76', '487-81', '487-89', '487-90', '487-102', '487-113', '487-115', '487-121', '487-143', '487-150', '487-167', '487-199', '487-220', '487-227']",487
493,1623531517,Anti-vaxxers are weaponizing Yelp to punish bars that require vaccine proof,favor,"['493-18', '493-232', '493-260', '493-358']",493
496,1640735163,"Biden says if medical team advises it, he'll issue domestic travel vaccine requirement",favor,"['496-2', '496-8', '496-21', '496-121', '496-122', '496-125', '496-145', '496-156', '496-229', '496-283', '496-305', '496-384']",496
499,1713618508,New Hampshire’s GOP Is Taking a Stand—Against the Polio Vaccine: The Granite State could be the first to ditch polio and measles requirements for childcare.,against,"['499-2', '499-13', '499-294', '499-308', '499-440', '499-457']",499
503,1627648926,"Texas Gov. Abbott issues executive order prohibiting cities from requiring masks, vaccines",against,"['503-15', '503-38', '503-270', '503-293', '503-313', '503-360', '503-379', '503-403', '503-435']",503
508,1639479514,"Regions that require proof of COVID-19 vaccination to enter indoor restaurants, theaters and events see a boost in inoculation rates after instituting the policies, a study published Monday by the Lancet Public Health found.",against,"['508-1', '508-70', '508-79', '508-130', '508-220', '508-243', '508-256']",508
510,1747762364,Trump officials make major change for Covid vaccine requirements for healthy Americans,favor,"['510-18', '510-32', '510-83', '510-112', '510-212']",510
511,1628472069,Judge rules Norwegian Cruise Line can require proof of COVID-19 vaccine despite Florida law,against,"['511-7', '511-11', '511-27', '511-112', '511-126', '511-151', '511-160', '511-182', '511-234', '511-236', '511-285', '511-351', '511-395', '511-402', '511-414']",511
517,1630496071,"Proof of vaccination will be required at movie theatres, gyms, restaurants in Ontario: sources",against,"['517-19', '517-21', '517-27', '517-59', '517-113', '517-130', '517-134', '517-151', '517-160', '517-169', '517-172', '517-192', '517-195', '517-226', '517-233', '517-282', '517-283', '517-288', '517-297', '517-341', '517-352', '517-380', '517-422', '517-445', '517-464']",517
519,1633019022,"Proposed bill would require COVID vaccine, negative test for domestic air travel ahead of holidays",against,"['519-8', '519-9', '519-56', '519-99', '519-114', '519-204', '519-259', '519-274', '519-289', '519-316', '519-365', '519-388', '519-400', '519-409', '519-422']",519
530,1624535510,"COVID-19 antibodies appear to wane rapidly. Research has found all vaccinated individuals, whether previously infected or not, will likely require booster shots moving forward because antibodies created through both vaccines and natural infection wane at the same relatively rapid rate",against,"['530-2', '530-115', '530-172', '530-193', '530-229', '530-230', '530-429']",530
536,1643129848,"Boston man refuses to follow standard heart transplant requirement of getting vaccinated, is promptly removed from his place at the top of the list.",against,['536-2'],536
537,1623292937,Passengers on cruise that didn’t require vaccinations surprised when they got COVID,favor,"['537-4', '537-39', '537-102', '537-120', '537-237', '537-330', '537-332', '537-461', '537-475']",537
548,1631880486,"“I firmly believe the only way to bring back massive LAN events is to require complete vaccination of attending players, talent, spectators. This will be a requirement for all upcoming PGL 2022 events.”",favor,"['548-230', '548-283', '548-396', '548-418', '548-429']",548
567,1634516747,I had to fire a client for comparing a restaurant requiring vaccine proof to WW2. Throwaway to protect my privacy.,favor,"['567-88', '567-101', '567-132', '567-208', '567-302', '567-348', '567-382', '567-383', '567-393', '567-437', '567-443']",567
583,1627998442,New York City is expected to require proof of vaccination for indoor dining and fitness.,against,"['583-5', '583-8', '583-9', '583-16', '583-32', '583-50', '583-79', '583-85', '583-151', '583-154', '583-239', '583-243', '583-373', '583-390', '583-424', '583-451', '583-452', '583-463']",583
586,1627998495,New York City is expected to require proof of vaccination for indoor dining and fitness,none,"['586-37', '586-66', '586-89', '586-131', '586-189', '586-222', '586-373']",586
594,1619776825,Florida legislature passed a bill making it illegal for schools to require COVID-19 vaccines — but a long list of shots are already required to attend school in the state,against,"['594-2', '594-4', '594-7', '594-10', '594-13', '594-15', '594-18', '594-25', '594-26', '594-29', '594-36', '594-46', '594-54', '594-61', '594-70', '594-71', '594-72', '594-79', '594-85', '594-86', '594-92', '594-93', '594-101', '594-110', '594-124', '594-130', '594-133', '594-138', '594-150', '594-155', '594-157', '594-160', '594-163', '594-164', '594-185', '594-202', '594-228', '594-240', '594-243', '594-245', '594-248', '594-252', '594-269', '594-294', '594-326', '594-419']",594
642,1622467941,Universal Orlando: Masks no longer required indoors starting Saturday for the vaccinated,favor,"['642-53', '642-79', '642-136', '642-142', '642-147', '642-148', '642-151', '642-186', '642-201', '642-245', '642-254', '642-337', '642-356', '642-371', '642-431', '642-432', '642-447']",642
652,1629840135,"Ohio State announces vaccination requirement for all students, all staff, and all faculty",none,"['652-14', '652-86', '652-89', '652-107', '652-112', '652-183', '652-195']",652
655,1632182587,"Jen Psaki Says People Illegally Crossing The Border Aren't Being Required To Show Proof Of Vaccination Or Test Negative Because ""They Aren't Planning To Stay Long"" 🤦‍♂️",against,"['655-30', '655-299']",655
673,1625132672,University of Michigan to require student-athletes to be fully vaccinated by Aug. 1,favor,"['673-6', '673-11', '673-45', '673-119', '673-154', '673-158', '673-165', '673-176', '673-183', '673-212', '673-219', '673-268', '673-306', '673-319', '673-330', '673-339']",673
679,1671915461,"“Septic Sceptic” refused to be vaccinated, leading to covid “destroying his lungs” in Feb 2022. Ironically, he is now on a lung transplant list which requires covid vaccination. Has he learned anything? Let’s see.",against,"['679-11', '679-12', '679-23', '679-27', '679-86', '679-99', '679-102', '679-124', '679-133', '679-160', '679-165', '679-186', '679-202']",679
680,1619735225,"Most U.S. companies will require proof of Covid vaccination from employees, survey finds",favor,"['680-6', '680-14', '680-25', '680-60', '680-141', '680-176', '680-177', '680-212', '680-233', '680-244', '680-253', '680-277', '680-278', '680-279', '680-295', '680-340']",680
685,1631341078,"""Just lost my $120k/year job over refusing the vaccine"" MAGA dumbass self-destructs his entire life and his family's future in response to company's vaccine requirement.",against,"['685-3', '685-15', '685-259', '685-310', '685-313', '685-385', '685-389', '685-396', '685-406', '685-427', '685-435', '685-468']",685
696,1657503995,This same band requires you to inject the vaccine twice in order to see them.,against,"['696-5', '696-29', '696-60', '696-76', '696-187', '696-258', '696-358', '696-372', '696-380', '696-411', '696-413', '696-419']",696
702,1640911408,"The Marine Corps Is Rapidly Forcing Out Vaccine Refusers, As Promised",favor,"['702-10', '702-11', '702-13', '702-31', '702-124', '702-127', '702-143', '702-149', '702-160', '702-179', '702-244', '702-267', '702-281', '702-310', '702-315', '702-325', '702-347', '702-377', '702-395']",702
718,1639442358,Air Force discharges 27 for refusal to get Covid vaccine,none,"['718-2', '718-6', '718-34', '718-81', '718-90', '718-132', '718-133', '718-142', '718-229', '718-230', '718-237', '718-247', '718-253', '718-263', '718-285']",718
719,1653182127,3 Air Force cadets who refused vaccine won't be commissioned,favor,"['719-3', '719-6', '719-108', '719-110', '719-137', '719-144', '719-167', '719-236', '719-263', '719-267', '719-286', '719-296']",719
720,1491561770,"Vegan mother forced by UK High Court to vaccinate her children - 'I am truly sorry that the mother will regard the decision as wrong, but my objective duty is clear,' says Judge Mark Rogers",none,"['720-1', '720-19', '720-94', '720-113', '720-130', '720-199', '720-248', '720-325', '720-374', '720-376', '720-446']",720
753,1630018097,"Entire Chicago police force threatens to quit over vaccine mandate: “This has literally lit a bomb underneath the membership,” said Fraternal Order of Police President John Catanzara. “We’re in America, Goddamn it. We don’t want to be forced to do anything. Period. This ain’t Nazi fucking Germany.”",against,"['753-2', '753-32', '753-134', '753-143', '753-234', '753-251', '753-291', '753-318']",753
755,1640641502,This nominee sells booklets of misinformation on her website and is hoping for more donations to put up conspiracy billboards. She thinks VAERS is proof of widespread vaccine death but has been fighting Covid (or other dark forces?) for weeks and is currently on life support.,against,"['755-193', '755-204', '755-406']",755
778,1630323705,Joe Rogan Says He Won't Force Fans to Get Vaccinated to See a 'Stupid F*cking Comedy Show',favor,"['778-31', '778-63', '778-71', '778-80', '778-140', '778-147']",778
781,1731969026,Federal judge throws out lawsuit challenging Canadian Armed Forces vaccine mandate,none,"['781-3', '781-15', '781-31', '781-34', '781-76', '781-113']",781
817,1632659778,Forceful vaccine messages can backfire with holdouts,none,"['817-3', '817-31', '817-67', '817-190']",817
825,1743085461,Is it possible to use the legal system to force RFK Jr. out of his position at HHS?,favor,"['825-2', '825-6', '825-173', '825-175', '825-190', '825-196', '825-241', '825-281']",825
839,1635830719,Vaccine holdouts are caving. Lesson for liberals? Respond to authoritarianism with force - They want to be told what to do.,against,"['839-2', '839-3', '839-6', '839-35', '839-74', '839-108', '839-116', '839-149']",839
841,1627563426,"With vaccine mandates now being openly discussed by the White House, one thought comes to mind. If they can force you to take an injection you don’t want, there really isn’t much left they can’t force you to do.",favor,"['841-11', '841-44', '841-48', '841-164', '841-191']",841
856,1621275831,BREAKING: Suncor Base plant in Fort McMurray to Force All Employees & Site Contractors to be Vaccinated by June 30 or they will no longer be allowed on site.,against,"['856-6', '856-48', '856-78', '856-95']",856
861,1639436617,Air Force discharges 27 for refusal to get COVID vaccine,against,[],861
862,1627768961,The US is the only country forcing kids to take experimental medicine for a disease they have zero risk for. China hasn't even approved mRNA vaccines because of safety concerns. Let that sink in. The US is no longer the free world,against,"['862-8', '862-136']",862
