id,createdUTC,text,stance,children,imgId
176,1666803982,"From Pitless Cherries to Softer Kale, This Startup Is Using CRISPR to Make Better Produce",favor,"['176-4', '176-9', '176-15', '176-137', '176-239', '176-338']",176
185,1607700268,Scientists used CRISPR to store a GIF inside the DNA of a living E. coli cell,none,[],185
195,1513573490,CRISPR in 2018: Coming to a Human Near You - The first clinical trials are slated to begin in the U.S. and Europe while others are stalled.,none,"['195-6', '195-11', '195-23', '195-25', '195-62', '195-118', '195-129', '195-140', '195-170', '195-240', '195-291', '195-331', '195-356', '195-360']",195
212,1608757427,CRISPR helps identify gene that encodes for a protein that helps coral regulate their response to heat.,favor,"['212-112', '212-122']",212
216,1489157193,A team in China has corrected genetic mutations in cells in three normal human embryos using CRISPR,favor,"['216-7', '216-58', '216-59', '216-62', '216-78', '216-80', '216-94', '216-112', '216-115', '216-130', '216-160', '216-198', '216-213', '216-262']",216
222,1674158575,These scientists used CRISPR to put an alligator gene into catfish,none,['222-65'],222
223,1624892466,CRISPR injected into the blood treats a genetic disease for first time,favor,['223-72'],223
226,1651064036,CRISPR Creator Says We Could Engineer Species to Fight Climate Change,favor,"['226-7', '226-17', '226-21', '226-93']",226
229,1532876851,"Potential DNA Damage from CRISPR “Seriously Underestimated,” Study Finds",against,"['229-25', '229-70', '229-104', '229-114', '229-117', '229-126', '229-138', '229-141', '229-152', '229-167', '229-188', '229-223', '229-248', '229-266', '229-273']",229
233,1573127286,CRISPR Approach To Fighting Cancer Called 'Promising' In 1st Safety Test,favor,"['233-4', '233-5', '233-17', '233-43', '233-49', '233-68', '233-109']",233
236,1740053565,"A two-and-a-half-year-old girl shows no signs of a rare genetic disorder, after becoming the first person to be treated with a gene-targeting drug while in the womb for spinal muscular atrophy, a motor neuron disease. The “baby has been effectively treated, with no manifestations of the condition.”",favor,"['236-10', '236-25', '236-29', '236-38', '236-69', '236-71', '236-78', '236-80', '236-99', '236-158', '236-188', '236-190', '236-253']",236
240,1692736285,"I’m not saying this is a conspiracy, but in a time when CRISPR is used to alter bugs, when meat is becoming increasingly more expensive, when a push is made for alternatives to meat - what better way to force people to eat non-meat than by making them unable to eat real meat?",against,"['240-19', '240-190', '240-249']",240
245,1466560369,"U.S. NIH advisory committee greenlights first CRISPR-based clinical trial. 18 patients with sarcoma, melanoma, or myeloma will receive an infusion of their own genetically engineered T-cells.",favor,"['245-9', '245-11', '245-14', '245-18', '245-19', '245-22', '245-25', '245-27', '245-35', '245-37', '245-49', '245-54', '245-65', '245-66', '245-70', '245-77', '245-79', '245-81', '245-96', '245-106', '245-111', '245-113']",245
247,1471432288,CRISPR-Cas9 breaks genes better if you disrupt DNA repair,none,"['247-4', '247-6', '247-23', '247-25', '247-32', '247-34', '247-47', '247-48', '247-58', '247-65', '247-67', '247-68', '247-71', '247-72', '247-86', '247-87', '247-99', '247-105', '247-106', '247-108', '247-146']",247
249,1655712560,America’s first CRISPR trial is still nearly 100% effective 3 years on,favor,"['249-6', '249-11', '249-14', '249-18', '249-30', '249-40', '249-41', '249-43', '249-45', '249-52', '249-78', '249-91', '249-97', '249-98']",249
251,1619258699,"The good, the bad and the truly horrifying potential of CRISPR technology - The pharmaceutical giants must not be permitted to monopolize the benefits of this astounding scientific breakthrough, which, for better or worse, will change the course of human history forever.",none,"['251-2', '251-5', '251-15', '251-17', '251-19', '251-37', '251-40', '251-46', '251-50', '251-55', '251-57', '251-58', '251-64', '251-73', '251-78', '251-79', '251-92', '251-106', '251-122', '251-123', '251-139']",251
252,1656368175,"CRISPR, 10 Years On: Learning to Rewrite the Code of Life",favor,"['252-2', '252-3', '252-19', '252-26', '252-89', '252-93', '252-94', '252-116']",252
258,1515238515,Uh Oh—CRISPR Might Not Work in People: A sampling of human blood has turned up a surprise: most people could be immune to one of the world’s biggest advances in genetic engineering.,none,"['258-1', '258-7', '258-8', '258-10', '258-11', '258-13', '258-14', '258-16', '258-18', '258-19', '258-21', '258-32', '258-37', '258-39', '258-43', '258-60', '258-61', '258-63', '258-69', '258-70', '258-71', '258-73', '258-75']",258
260,1588852743,Scientists create fast CRISPR-Based Coronavirus test that costs less than $10 and is as easy to use as a pregnancy test.,favor,"['260-4', '260-28', '260-33', '260-58', '260-62', '260-85']",260
277,1735305876,"Working with a line of colon cancer cells, Korean researchers figured out a way to throw a few genetic switches to cause the cells to revert back to a healthy state | The technique could have major implications in the way we approach cancer treatment.",favor,"['277-9', '277-10', '277-17', '277-23', '277-31', '277-32', '277-33', '277-35', '277-36', '277-39', '277-47', '277-48', '277-50', '277-60', '277-70', '277-72', '277-77', '277-85', '277-86', '277-97', '277-101', '277-110']",277
281,1626502873,Biblical texts now mention vaccines and CRISPR,none,"['281-8', '281-17', '281-26', '281-27', '281-50', '281-61', '281-77']",281
295,1669197570,"Genetically-engineered mosquitoes suppress survival of their kind, in field trials designed to reduce mosquito-borne diseases",favor,"['295-5', '295-8', '295-11', '295-21', '295-50', '295-51', '295-56', '295-69', '295-73', '295-75', '295-80', '295-86', '295-87', '295-90', '295-92', '295-101', '295-106', '295-110', '295-113', '295-134', '295-149', '295-151', '295-158', '295-167', '295-169', '295-176', '295-182', '295-184', '295-209', '295-214', '295-218', '295-221', '295-246', '295-251', '295-253', '295-259', '295-263', '295-275', '295-277', '295-280', '295-281', '295-282', '295-290', '295-294', '295-309', '295-324', '295-325', '295-332', '295-347', '295-361', '295-372', '295-378', '295-396']",295
298,1582440077,Scientists have genetically engineered a symbiotic honeybee gut bacterium to protect against parasitic and viral infections associated with colony collapse.,favor,"['298-9', '298-11', '298-16', '298-38', '298-55', '298-62', '298-67', '298-68', '298-74', '298-79', '298-91', '298-93', '298-94', '298-96', '298-98', '298-99', '298-101', '298-131', '298-134', '298-154', '298-182', '298-259', '298-279']",298
299,1623412730,"Japanese researcher developed a drug that uses a virus to attack brain tumor cells, say it could be applied to many other types of cancer. The drug uses a herpes virus that is genetically engineered to replicate only in cancer cells and destroy them",favor,"['299-3', '299-10', '299-13', '299-19', '299-28', '299-34', '299-46', '299-53', '299-58', '299-59', '299-66', '299-67', '299-76', '299-78', '299-90', '299-91', '299-95', '299-99', '299-100', '299-102', '299-112', '299-126', '299-129', '299-130', '299-144', '299-149', '299-155', '299-160', '299-172', '299-173', '299-189', '299-216', '299-241', '299-247', '299-249', '299-254', '299-260', '299-275', '299-282', '299-290', '299-326', '299-355']",299
305,1516444105,"The male Y chromosome is progressively degenerating. Studies have shown that the chromosome is undergoing a structural rearrangement in order to slow the effects of decline. In the future, genetic engineering may be able to replace the gene function of the Y chromosome.",favor,"['305-34', '305-46', '305-76', '305-82', '305-91', '305-108', '305-127', '305-148', '305-168', '305-180', '305-189', '305-215', '305-229', '305-251', '305-254', '305-374', '305-386', '305-387', '305-399']",305
308,1447239366,"Algae has been genetically engineered to kill cancer cells without harming healthy cells. The algae nanoparticles, created by scientists in Australia, were found to kill 90% of cancer cells in cultured human cells. The algae was also successful at killing cancer in mice with tumours.",favor,"['308-22', '308-33', '308-39', '308-46', '308-80', '308-81', '308-84', '308-86', '308-98', '308-110', '308-115', '308-128', '308-145', '308-149', '308-155', '308-165', '308-166', '308-188', '308-193', '308-194', '308-202', '308-222', '308-225', '308-226', '308-234', '308-236', '308-243', '308-244', '308-247', '308-276', '308-277', '308-279', '308-280', '308-281', '308-305', '308-306', '308-310', '308-311', '308-318', '308-325']",308
317,1459902865,"A team of German and American scientists recently announced a organ transplant breakthrough. The researchers were able to keep a pig heart beating inside a baboon for more than two years, using genetic engineering and immunosuppression drugs to keep the baboon from rejecting the pig heart.",favor,"['317-13', '317-17', '317-27', '317-31', '317-42', '317-50', '317-55', '317-75', '317-87', '317-91', '317-100', '317-113', '317-115', '317-132', '317-142', '317-180', '317-181', '317-186', '317-191', '317-194', '317-197', '317-213', '317-230', '317-238']",317
332,1355256229,Genetically engineered white blood cells score 100% percent success rate in combating leukaemia in human trials.,favor,"['332-6', '332-8', '332-15', '332-20', '332-24', '332-25', '332-29', '332-33', '332-40', '332-48', '332-49', '332-54', '332-60', '332-70', '332-82', '332-96', '332-100', '332-101', '332-107', '332-110', '332-112', '332-116', '332-120', '332-130', '332-133', '332-139', '332-149', '332-156', '332-160', '332-166', '332-168', '332-176', '332-191', '332-192', '332-194', '332-216', '332-218', '332-246', '332-252', '332-265', '332-273', '332-278', '332-323', '332-324', '332-348', '332-376']",332
339,1710609653,"80-year-old man pleads guilty to genetically engineering giant hybrid sheep in 'audacious scheme,' DOJ announces",none,"['339-42', '339-44', '339-64', '339-67', '339-68', '339-81', '339-97', '339-98', '339-106']",339
347,1399591556,Scientists Engineer First Living Organism with an Expanded Genetic Alphabet,none,"['347-3', '347-5', '347-6', '347-15', '347-19', '347-21', '347-24', '347-26', '347-28', '347-34', '347-37', '347-47', '347-48', '347-53', '347-54', '347-59', '347-62', '347-63', '347-74', '347-77', '347-78', '347-81', '347-88', '347-90', '347-94', '347-95', '347-102', '347-103', '347-106', '347-127', '347-131', '347-132', '347-140', '347-141', '347-143', '347-144', '347-181', '347-183', '347-186', '347-189', '347-201', '347-203', '347-205', '347-223', '347-228', '347-229', '347-236', '347-238', '347-240', '347-252', '347-257', '347-272', '347-273', '347-275', '347-315', '347-318', '347-320', '347-352', '347-358', '347-380', '347-383']",347
348,1550310869,Already 2019 and sad still no genetically engineered catgirls,favor,[],348
351,1415888839,"TIL scientists have successfully genetically engineered American chestnut trees to resist the blight that annihilated them, bringing back a species from functional extinction.",favor,"['351-1', '351-2', '351-20', '351-43', '351-46', '351-47', '351-71', '351-76', '351-80', '351-90', '351-105', '351-114', '351-116', '351-141', '351-157', '351-159', '351-168', '351-172', '351-198', '351-201', '351-209', '351-232', '351-236', '351-237', '351-239', '351-266']",351
359,1670068353,Scientists have created a genetically-engineered synthetic microorganism that ‘swims’,favor,"['359-11', '359-17', '359-22', '359-34', '359-35', '359-57', '359-78', '359-86', '359-93', '359-120']",359
371,1502281433,"Genetically modified salmon hits the shelves in Canada – & sells quickly: AquaBounty salmon was approved for sale in Canada in 2016, paving the way for it to become the 1st genetically engineered animal to enter the food supply",favor,"['371-4', '371-7', '371-10', '371-11', '371-14', '371-18', '371-24', '371-27', '371-30', '371-31', '371-32', '371-33', '371-35', '371-43', '371-46', '371-49', '371-54', '371-61', '371-78', '371-79', '371-80', '371-81', '371-95', '371-116', '371-118', '371-122', '371-125', '371-128', '371-129', '371-134', '371-142', '371-146', '371-148', '371-155', '371-169', '371-170', '371-177', '371-185', '371-192', '371-195', '371-199', '371-208', '371-215', '371-216', '371-217', '371-218', '371-227', '371-236', '371-242', '371-245', '371-250', '371-253', '371-266', '371-278', '371-279', '371-290', '371-291', '371-296', '371-297', '371-298', '371-307', '371-312', '371-314', '371-315', '371-325', '371-326', '371-327', '371-341', '371-372', '371-375', '371-378', '371-382', '371-405', '371-406', '371-407', '371-408', '371-412', '371-415', '371-417', '371-418', '371-420', '371-421', '371-442', '371-443', '371-444', '371-452', '371-453', '371-464', '371-467', '371-471', '371-473']",371
377,1621949305,Josh Rogin of the Washington Post has been calling out the Fauci-funded Wuhan lab gain-of-function genetic engineering since BEFORE the pandemic,none,"['377-3', '377-6', '377-11', '377-12', '377-18', '377-37', '377-63', '377-68', '377-91', '377-101', '377-118']",377
385,1710524399,"80-year-old man pleads guilty to genetically engineering giant hybrid sheep in 'audacious scheme,' DOJ announces",against,"['385-2', '385-3', '385-11', '385-16', '385-18', '385-34', '385-49', '385-52', '385-55', '385-56', '385-117']",385
395,1589977963,Genetically Engineering the First Hypoallergenic Cat: Scientists are on the cusp of creating a cat that won’t trigger allergic reactions.,favor,"['395-29', '395-50', '395-60', '395-84']",395
396,1652756577,What's your opinion on genetically engineering dinosaur-like creatures from chickens?,none,"['396-2', '396-4', '396-10', '396-15', '396-16', '396-21', '396-26', '396-27', '396-45', '396-47', '396-65', '396-69', '396-70', '396-73', '396-80', '396-100', '396-101', '396-107', '396-111', '396-114', '396-115', '396-119', '396-123', '396-138', '396-147', '396-156', '396-164', '396-165', '396-166', '396-172', '396-178']",396
398,1583054571,"TIL about Homo Syntheticus, the idea that we will soon take control of evolution away from nature and replace it with cybernetics & genetic engineering.",none,"['398-1', '398-4', '398-9', '398-15', '398-27', '398-29', '398-31', '398-37', '398-38', '398-46', '398-49', '398-50', '398-52', '398-55', '398-57', '398-70', '398-76', '398-78', '398-80', '398-81', '398-84', '398-86', '398-88', '398-94', '398-111', '398-118', '398-120', '398-121', '398-129', '398-132', '398-133', '398-146', '398-162', '398-163', '398-165']",398
414,1481282581,"New diabetes treatment could eliminate need for insulin injections: tested in mice, therapy involves a capsule of genetically engineered cells implanted under the skin that release insulin as required",favor,"['414-8', '414-11', '414-15', '414-24', '414-28', '414-40', '414-58', '414-60', '414-67', '414-78', '414-93', '414-100']",414
534,1424364024,The biggest biotech discovery of the century is about to change medicine forever: the invention of a tool for editing DNA.,favor,"['534-30', '534-100', '534-130', '534-134', '534-137', '534-151', '534-160']",534
703,1620768639,"Experimental gene therapy cures children born without an immune system. Autologous ex vivo gene therapy with a self-inactivating lentiviral vector restored immune function in 48/50 children with severe combined immunodeficiency due to adenosine deaminase deficiency (ADA-SCID), with no complications.",favor,"['703-2', '703-5', '703-7', '703-18', '703-46', '703-120', '703-178', '703-189', '703-194', '703-244', '703-281', '703-308', '703-363', '703-375']",703
706,1602784166,'I never saw stars before': Gene therapy brings back 8-year-old Canadian boy's sight,favor,"['706-2', '706-8', '706-19', '706-104', '706-158', '706-221', '706-265']",706
715,1719052617,Top FDA official overrules staff to approve gene therapy that failed trial,none,"['715-5', '715-44', '715-47', '715-80', '715-174']",715
717,1653949968,Gene Therapy Successfully Treats Spinal Cord Injuries Without Side Effects,favor,"['717-2', '717-60', '717-103']",717
719,1551025286,"Gene therapy for spinal muscular atrophy showing promising results: 100% of the kids who got the highest dose a gene therapy were alive at 20 months. Nearly all could talk and feed themselves. And some, like little Evelyn Villarreal, could talk, walk and even do push-ups!",favor,"['719-3', '719-42', '719-64', '719-95', '719-157']",719
720,1656271388,"My body, my choice. Except for gene therapies. They would push anything to depopulate the planet.",against,"['720-31', '720-42', '720-60', '720-82', '720-116', '720-229', '720-246', '720-278', '720-323', '720-360', '720-379', '720-382', '720-400']",720
730,1707137002,Experimental gene therapy allows kids with inherited deafness to hear,favor,"['730-32', '730-68', '730-76', '730-82', '730-83', '730-86', '730-95', '730-100', '730-101', '730-119']",730
731,1554697585,Scientists cured color blindness in monkeys using gene therapy (Feb. 2019),favor,"['731-3', '731-6', '731-8', '731-10', '731-19', '731-22', '731-24', '731-26', '731-29', '731-47', '731-74', '731-83', '731-94', '731-102', '731-108', '731-129', '731-146', '731-150', '731-156', '731-171', '731-177', '731-185', '731-187', '731-194', '731-223']",731
733,1701591477,ASD jab: Chinese scientists reach milestone in revolutionary gene therapy for autism,favor,"['733-3', '733-6', '733-19', '733-21', '733-31', '733-43', '733-47', '733-49', '733-55', '733-82', '733-104', '733-106', '733-141', '733-146', '733-148', '733-171', '733-181', '733-182', '733-189', '733-200', '733-202', '733-224', '733-233', '733-242', '733-245', '733-248', '733-258', '733-278', '733-284', '733-285', '733-294', '733-323']",733
734,1643555997,Bayer executive; mRNA shots are 'gene therapy' marketed as 'vaccines' to gain public trust,none,"['734-5', '734-17', '734-29', '734-38', '734-39', '734-50', '734-52', '734-54', '734-64', '734-69', '734-75', '734-83', '734-97', '734-102', '734-109', '734-110', '734-117', '734-122', '734-136', '734-143', '734-145', '734-159', '734-170', '734-186', '734-188', '734-189', '734-196', '734-224', '734-228', '734-231', '734-237', '734-240', '734-252', '734-260', '734-278', '734-283', '734-289', '734-291', '734-292', '734-296', '734-300', '734-317', '734-329', '734-330', '734-336', '734-338', '734-339', '734-349', '734-356', '734-358', '734-364', '734-366', '734-370']",734
738,1703108950,Bryan Johnson (billionaire obsessed with longevity) gets new “fountain of youth” gene therapy from Sam Altman-backed longevity startup Minicircle,none,"['738-3', '738-10', '738-11', '738-13', '738-26', '738-27', '738-40', '738-45', '738-101', '738-112', '738-113', '738-124', '738-128', '738-142', '738-144', '738-149', '738-172', '738-178', '738-180', '738-181', '738-182', '738-186', '738-194', '738-201', '738-228', '738-248', '738-251', '738-267']",738
739,1620756781,Experimental Gene Therapy Cures Children Born Without an Immune System in Clinical Trials,favor,"['739-5', '739-9', '739-11', '739-15', '739-17', '739-19', '739-37', '739-39', '739-49', '739-52', '739-55', '739-79']",739
747,1641916017,"Joe Rogan: ""It's not a vaccine; it's a gene therapy. That's part of the problem. It's kind of an experimental thing. The experiment is massive now—it's billions and billions of people worldwide. But it's essentially experimental in terms of long-term health consequences.""",against,"['747-2', '747-6', '747-23', '747-26', '747-43', '747-44', '747-56', '747-71', '747-74', '747-83', '747-94', '747-103', '747-106', '747-107', '747-126', '747-132', '747-133', '747-138', '747-143', '747-149', '747-150', '747-152', '747-153', '747-174', '747-177', '747-178', '747-179', '747-188', '747-195', '747-196', '747-205', '747-211', '747-229', '747-254', '747-265']",747
749,1687525274,“Safe and effective” gene therapy:,none,['749-70'],749
754,1519317977,"Researchers create a roadmap for reducing radiation exposure to future astronauts who colonize space. It involves gene therapy, tissue and organ engineering, extended hibernation, and the use of RadAway-style drugs.",favor,"['754-2', '754-17', '754-28', '754-30', '754-31', '754-43', '754-50', '754-140']",754
755,1363183724,"Mice with up to 200 tumours have been completely cured of lung cancer using a ""gene therapy"" technique, scientists claim.",favor,"['755-1', '755-5', '755-10', '755-11', '755-13', '755-23', '755-26', '755-38', '755-39', '755-44', '755-47', '755-55', '755-63', '755-64', '755-65', '755-69', '755-72', '755-73', '755-79', '755-87', '755-89', '755-96', '755-103', '755-121', '755-122', '755-130', '755-131', '755-132', '755-135', '755-149', '755-151', '755-160', '755-161', '755-207', '755-213', '755-231', '755-234', '755-237', '755-241', '755-242', '755-243', '755-246', '755-253']",755
770,1641915876,"Joe: ""It's not a [you know what]; it's a gene therapy. That's part of the problem. It's kind of an experimental thing. The experiment is massive now—it's billions and billions of people worldwide. But it's essentially experimental in terms of long-term health consequences."" (2-min. clip)",against,"['770-6', '770-21', '770-43', '770-71', '770-85', '770-91', '770-96', '770-113', '770-146', '770-153', '770-155', '770-162', '770-197', '770-239', '770-252', '770-266', '770-288', '770-292', '770-294', '770-299', '770-319', '770-328', '770-367', '770-375', '770-437', '770-444']",770
786,1233680502,Some people are born with a mutation that makes them amazingly resistant to HIV. Scientists have started using gene therapy to give that mutation to other people.,favor,"['786-8', '786-12', '786-15', '786-17', '786-25', '786-26', '786-28', '786-33', '786-34', '786-41', '786-48', '786-52', '786-59', '786-63', '786-65', '786-71', '786-88', '786-91', '786-96', '786-100', '786-111', '786-117', '786-120', '786-121', '786-128', '786-148', '786-153', '786-155', '786-156', '786-158', '786-163', '786-175']",786
795,1461331368,"Gene therapy makes BioViva CEO Elizabeth Parrish younger, blunter, and resolute - Elizabeth Parrish, Chief Executive Officer and guinea pig for Bioviva, announced today that she has become the first human “successfully rejuvenated by gene therapy.”",favor,"['795-3', '795-9', '795-18', '795-24', '795-35', '795-43', '795-44', '795-49', '795-51', '795-53', '795-61', '795-63', '795-75', '795-79', '795-82', '795-83', '795-85', '795-91', '795-96', '795-103', '795-113', '795-116', '795-126', '795-140', '795-152', '795-154', '795-157']",795
804,1329139022,"Gene Therapy Can Restore Vision One Eye at a Time  -- New research shows promising results for the cure of congenital blindness and suggests that our eyes may be ""immune-privileged.""",favor,"['804-1', '804-3', '804-5', '804-7', '804-18', '804-21', '804-24', '804-27', '804-30', '804-32', '804-40', '804-56', '804-65', '804-78', '804-102', '804-112', '804-113']",804
8,1747680463,World’s first gene-edited spider produces red fluorescent silk,none,['8-16'],8
12,1712060519,Scientist who gene-edited babies is back in lab and ‘proud’ of past work despite jailing,none,"['12-3', '12-4', '12-13', '12-15', '12-30', '12-75', '12-106', '12-111', '12-120', '12-127', '12-132', '12-186', '12-204', '12-287', '12-315', '12-329', '12-336', '12-355', '12-372']",12
27,1652182055,Vaccines and gene-edited mosquitoes can help cut down malaria deaths by 75% by 2030 according to the London School of Hygiene and Tropical Medicine. This would avert almost 20 million deaths by 2050.,favor,"['27-7', '27-63', '27-94', '27-103', '27-150', '27-167', '27-208', '27-269', '27-278']",27
28,1657715314,Doctors Gene-Edit Patient's Liver to Make Less Cholesterol,favor,"['28-156', '28-168', '28-182', '28-282']",28
36,1535671961,"Scientists for the first time used CRISPR gene editing to halt the progression of Duchenne muscular dystrophy (DMD) in dogs. It is seen as a major step toward a clinical trial, as published in Science.",favor,"['36-8', '36-15', '36-91', '36-106', '36-233', '36-252', '36-253', '36-266']",36
37,1741433700,"Gene-edited non-browning banana could cut food waste, scientists say",favor,[],37
38,1483278570,Unexpected Risks Found In Editing Genes To Prevent Inherited Disorders,none,"['38-12', '38-39', '38-41', '38-45', '38-46', '38-47', '38-97', '38-197', '38-211', '38-216', '38-225']",38
39,1543858234,Chinese scientist who claimed gene-editing success now missing: report,none,"['39-19', '39-103', '39-119', '39-147', '39-158', '39-206', '39-225', '39-226', '39-235', '39-243', '39-284', '39-310', '39-319', '39-379']",39
46,1682194534,The worlds second ever cloned Przewalski's horse has been born. Scientists are hoping to further save this species by using gene editing tools such as CRISPR.,favor,"['46-32', '46-61']",46
50,1656685772,The first CRISPR gene-editing drug is coming—possibly as soon as next year,none,"['50-2', '50-6', '50-26', '50-53', '50-68', '50-120']",50
66,1698352722,Three people were gene-edited in an effort to cure their HIV. The result is unknown. CRISPR is being used in an experimental effort to eliminate the virus that causes AIDS.,none,['66-2'],66
73,1619943760,Harvard scientists create gene-editing tool that could rival CRISPR. It uses segments of bacterial DNA called retrons.,none,[],73
76,1608091178,1st Patients To Get CRISPR Gene-Editing Treatment Continue To Thrive,favor,"['76-8', '76-20', '76-46', '76-54', '76-72']",76
83,1657717771,Two More Gene-Edited Pig Hearts Were Just Successfully Transplanted Into Humans,favor,"['83-17', '83-70']",83
93,1627480097,"Researchers successfully tested the natural spread of a CRISPR-based edited ""gene-drive"" gene through a captive population of mosquitoes. The gene, designed for 100% transmission to offspring, fully suppressed the population within a year.",none,"['93-3', '93-14', '93-16', '93-20', '93-56', '93-81']",93
111,1440584710,Biohackers gear up for genome editing - Amateurs are ready and able to try the CRISPR technique for rewriting genes.,none,"['111-1', '111-11', '111-47', '111-53', '111-75', '111-84', '111-86', '111-87', '111-96', '111-98', '111-106', '111-119', '111-126', '111-127', '111-139', '111-162', '111-175', '111-177', '111-195', '111-213', '111-216', '111-268', '111-269']",111
112,1683461957,Canada gives green light to gene-edited crops,favor,"['112-1', '112-36', '112-46', '112-70', '112-90', '112-163', '112-197', '112-198', '112-246']",112
122,1479339610,"Scientists have discovered a new way to edit DNA that could fix “broken genes” in the brain, cure previously incurable diseases and potentially even extend the human lifespan.",favor,"['122-6', '122-53', '122-110', '122-132', '122-145']",122
129,1546921785,"Bill Gates warns that nobody is paying attention to gene editing, a new technology that could make inequality even worse: ""the most important public debate we haven't been having widely enough.""",against,"['129-2', '129-3', '129-6', '129-28', '129-60', '129-105']",129
131,1482716172,"Compact CRISPR systems found in some of world’s smallest microbes - ""If these systems can be re-engineered like CRISPR-Cas9, their small size could make them easier to insert into cells to edit DNA, expanding the gene-editing toolbox available to researchers and physicians.""",favor,"['131-27', '131-29', '131-36']",131
133,1538561077,Japan announces proposal to allow gene editing in human embryos,favor,['133-48'],133
134,1525834200,"Scientists have developed a new CRISPR platform that will make gene-editing more precise. Researchers believe the upgrade, dubbed MAGESTIC, will make CRISPR work less like scissors and more like 'control F' [find] operation of a word-processor, with the replace-text command allowing a desired change",favor,[],134
139,1625350048,"CRISPR gene-editing treatment could reach patients ‘very, very soon’: Intellia CEO",favor,"['139-1', '139-29']",139
144,1653835303,Gene-editing experiment turns fluffy hamsters into ‘aggressive’ mutant rage monsters,against,"['144-1', '144-76']",144
160,1653437803,"CRISPR tomatoes genetically engineered to be richer in vitamin D. In addition to making the fruit of a tomato more nutritious, the team says that the vitamin D-rich leaves could also be used to make supplements, rather than going to waste.",favor,"['160-2', '160-7', '160-9', '160-11', '160-104', '160-108', '160-111', '160-133', '160-203', '160-209', '160-218', '160-238', '160-300', '160-306', '160-307', '160-313', '160-324', '160-329', '160-369', '160-449']",160
164,1668938432,New CRISPR cancer treatment tested in humans for first time,favor,"['164-6', '164-49', '164-69', '164-121', '164-136', '164-144', '164-187', '164-221', '164-236', '164-241', '164-258', '164-272']",164
165,1626301287,African scientists have created a CRISPR-edited banana that's resistant to a disease ravaging farms across the continent,none,"['165-2', '165-63', '165-93', '165-144', '165-154', '165-169', '165-186', '165-190', '165-234', '165-241', '165-242', '165-377', '165-464']",165
169,1543333224,Update: CRISPR co-inventor responds to claim of first genetically edited babies,none,"['169-12', '169-40', '169-41', '169-52', '169-73', '169-79', '169-87', '169-112', '169-186', '169-192', '169-196', '169-205', '169-227', '169-367', '169-429', '169-451', '169-460']",169
173,1495499830,CRISPR kills HIV and eats Zika 'like Pac-man'. Its next target? Cancer,favor,"['173-45', '173-64', '173-82', '173-88', '173-90', '173-171', '173-185', '173-192', '173-218', '173-247', '173-252', '173-256', '173-269', '173-354', '173-378', '173-380']",173
181,1644602866,"CRISPR kill switch for bacteria so they can do a job and then self-destruct. Scientists plan to eventually use such switches in the human body, adding them to probiotics, or in soil — maybe to kill pathogens that are deadly to crops. “This is the best kill switch ever developed,” scientist said.",none,"['181-10', '181-53', '181-99', '181-122', '181-153', '181-161', '181-181', '181-187', '181-202', '181-210', '181-237']",181
182,1512666050,"Scientists one step closer to using CRISPR to treat humans, without cutting DNA and risking mutations. The approach successfully treated models of diabetes, kidney disease, and muscular dystrophy in mice.",favor,"['182-36', '182-150', '182-168', '182-198', '182-199', '182-209', '182-222', '182-246', '182-251', '182-259', '182-284', '182-295']",182
186,1587062584,The CRISPR-based test—which uses gene-targeting technology and requires no specialized equipment—could help detect COVID-19 infections in about 45 minutes.,none,"['186-2', '186-9', '186-70', '186-100', '186-177', '186-180', '186-184', '186-214', '186-255', '186-256', '186-327']",186
192,1509621383,Mail-Order CRISPR Kits Allow Absolutely Anyone to Hack DNA: Experts debate what amateur scientists could accomplish with the powerful DNA editing tool—and whether its ready availability is cause for concern,none,"['192-18', '192-24', '192-64', '192-66', '192-68', '192-69', '192-79', '192-171', '192-183', '192-188', '192-202', '192-209', '192-213', '192-216', '192-254', '192-259', '192-288', '192-360', '192-419']",192
193,1461190451,"New CRISPR system that can switch single letters of the genome cleanly and efficiently, in a way that they say could reliably repair many disease-causing mutations.",favor,"['193-7', '193-20', '193-75', '193-76', '193-77', '193-78', '193-81', '193-90', '193-92', '193-93', '193-104', '193-108', '193-127', '193-128', '193-135', '193-166', '193-185', '193-186', '193-221', '193-260', '193-267', '193-270', '193-278', '193-299', '193-317', '193-345']",193
194,1571703112,"“A New Crispr Technique Could Fix Almost All Genetic Diseases”, including Sickle-Cell Anemia, Cistic-fibrosis and 175 more heritable human disorders",favor,"['194-11', '194-17', '194-31', '194-44', '194-72', '194-119', '194-213', '194-224', '194-306']",194
197,1540935279,Pre-Existing Immunity to CRISPR Found in 96% of People in Study,none,"['197-8', '197-26', '197-27', '197-55', '197-95', '197-97', '197-117', '197-126', '197-131', '197-133', '197-154', '197-164', '197-167', '197-191', '197-224', '197-225', '197-263', '197-284', '197-301', '197-339', '197-345']",197
198,1485919554,Tuberculosis-resistant cows developed for the first time using CRISPR technology,none,"['198-1', '198-4', '198-28', '198-111', '198-122', '198-149', '198-202', '198-205', '198-217']",198
203,1687863394,CRISPR’d plant is resistant to the “cancer of rice”,favor,"['203-25', '203-75']",203
210,1606440235,"Israeli scientists claim a major breakthrough in the fight against cancer after using CRISPR to destroy cancerous cells in mice, leaving everything around them intact",favor,['210-77'],210
